@relation InstanceResultListener

@attribute Key_Dataset {'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues'}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.NaiveBayesSimple,weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'','-C 0.25 -M 2'}
@attribute Key_Scheme_version_ID {-1478242251770381214,-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 5\nSize of the tree: 9\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',2,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,818,90,89,1,0,98.888889,1.111111,0,0.978022,0.007473,0.086068,2.202195,20.887051,109.929783,140.724028,-30.794246,1.221442,1.5636,-0.342158,107.629524,1.195884,97.90752,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,0.997342,0.998433,0.988889,0.019192,0.980808,0.011111,0.98908,0.988889,0.988828,0.977133,0.99606,0.995304,0.990566,0.988889,0.001,0,0,0,0,0,3613,110796,13972,98.888889,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,88,3,0,96.703297,3.296703,0,0.936571,0.022073,0.148095,6.479475,35.782131,111.733776,44.386,67.347776,1.227844,0.487758,0.740085,103.518323,1.137564,92.647296,0.982456,56,0,0,1,34,0.017544,1,1,0.982456,0.99115,0.976927,0.999484,0.999698,0.967033,0.006467,0.993533,0.032967,0.96978,0.967033,0.968083,0.953322,0.997682,0.98104,0.918038,0.967033,0.001,0,0,0,0,0,3613,110663,14105,96.703297,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.01356,0.107344,4.007254,26.131478,110.586637,30.906249,79.680387,1.215238,0.339629,0.875609,106.137624,1.166348,95.976898,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,1,1,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.99867,0.988815,0.942996,0.978022,0,0,0,0,0,0,3613,110663,14105,98.901099,34.065934,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.957297,0.014384,0.117221,4.250729,28.53568,110.586637,58.561992,52.024644,1.215238,0.643538,0.571699,106.248083,1.167561,96.076783,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.996865,0.998384,0.978022,0.001832,0.998168,0.021978,0.982906,0.978022,0.97924,0.967546,0.997871,0.997596,0.948899,0.978022,0.001,0,0,0,0,0,3613,110663,14105,98.901099,33.699634,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.011855,0.100078,3.503308,24.362489,110.586637,21.277411,89.309226,1.215238,0.233818,0.98142,106.939146,1.175155,96.70169,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,1,1,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.99897,0.99189,0.942996,0.978022,0,0,0,0,0,0,3613,110663,14105,98.901099,33.699634,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.956584,0.014695,0.12103,4.342491,29.463103,110.586637,48.109138,62.477499,1.215238,0.528672,0.686566,104.495042,1.148297,94.491563,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978022,0.005311,0.994689,0.021978,0.978022,0.978022,0.978022,0.972711,0.991332,0.976905,0.93956,0.978022,0,0,0,0,0,0,3613,110663,14105,97.802198,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.014178,0.106,4.189827,25.804265,110.586637,1076.097825,-965.511188,1.215238,11.825251,-10.610013,104.692094,1.150463,94.669752,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.976228,0.969477,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.973859,0.970402,0.942996,0.978022,0,0,0,0,0,0,3613,110663,14105,98.901099,34.065934,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,88,3,0,96.703297,3.296703,0,0.93517,0.022343,0.146596,6.602863,35.686741,110.586637,98.23066,12.355976,1.215238,1.079458,0.13578,102.319574,1.124391,92.524356,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.995298,0.997543,0.967033,0.021146,0.978854,0.032967,0.96978,0.967033,0.968024,0.945418,0.994387,0.973604,0.92105,0.967033,0,0,0,0,0,0,3613,110663,14105,96.703297,33.699634,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.95678,0.014733,0.121046,4.353979,29.466972,110.586637,198.062749,-87.476112,1.215238,2.176514,-0.961276,106.176319,1.166773,96.011889,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.995298,0.997543,0.978022,0.02023,0.97977,0.021978,0.979396,0.978022,0.978281,0.95662,0.994228,0.97629,0.965495,0.978022,0,0,0,0,0,0,3613,110663,14105,97.802198,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,818,90,88,2,0,97.777778,2.222222,0,0.957092,0.014934,0.121321,4.401245,29.442376,109.929783,58.608058,51.321725,1.221442,0.651201,0.570241,105.510376,1.172338,95.979791,0.982456,56,0,0,1,33,0.017544,1,1,0.982456,0.99115,0.976504,0.998937,0.999405,0.977778,0.001874,0.998126,0.022222,0.982716,0.977778,0.979009,0.967306,0.998791,0.992573,0.948848,0.977778,0.001,0,0,0,0,0,3613,110796,13972,97.777778,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',3,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,818,90,90,0,0,100,0,0,1,0.000555,0.006092,0.163658,1.478363,109.929783,0.111952,109.817831,1.221442,0.001244,1.220198,109.817831,1.220198,99.898161,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3613,110796,13972,100,33.703704,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,88,3,0,96.703297,3.296703,0,0.935659,0.022045,0.148162,6.514732,36.068061,110.586637,82.305755,28.280881,1.215238,0.904459,0.310779,102.382368,1.125081,92.58114,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.996865,0.998384,0.967033,0.006227,0.993773,0.032967,0.96978,0.967033,0.968084,0.953135,0.996187,0.975401,0.917614,0.967033,0.001,0,0,0,0,0,3613,110663,14105,96.703297,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.008532,0.086662,2.52146,21.09669,110.586637,70.302427,40.284209,1.215238,0.772554,0.442684,108.220965,1.189241,97.860798,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.99582,0.99791,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.996551,0.985285,0.974879,0.989011,0.001,0,0,0,0,0,3613,110663,14105,98.901099,33.699634,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.956974,0.015432,0.120921,4.560552,29.436458,110.586637,30.481431,80.105205,1.215238,0.334961,0.880277,105.856226,1.163255,95.722439,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978022,0.001832,0.998168,0.021978,0.982906,0.978022,0.978956,0.974767,0.998201,0.987017,0.945,0.978022,0,0,0,0,0,0,3613,110663,14105,97.802198,33.699634,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.956584,0.014777,0.120969,4.366901,29.448098,110.586637,75.986373,34.600264,1.215238,0.835015,0.380223,104.657448,1.150082,94.638422,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.996865,0.998288,0.978022,0.02023,0.97977,0.021978,0.978022,0.978022,0.978022,0.957792,0.995778,0.991125,0.946634,0.978022,0,0,0,0,0,0,3613,110663,14105,97.802198,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,88,3,0,96.703297,3.296703,0,0.934673,0.018829,0.126826,5.564289,30.874,110.586637,1079.996766,-969.410129,1.215238,11.868096,-10.652859,103.383659,1.136084,93.486575,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.977795,0.972871,0.967033,0.021146,0.978854,0.032967,0.969966,0.967033,0.967739,0.95299,0.974924,0.972566,0.917151,0.967033,0,0,0,0,0,0,3613,110663,14105,97.802198,33.699634,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.011457,0.097699,3.385772,23.783486,110.586637,26.942551,83.644086,1.215238,0.296072,0.919166,107.127521,1.177226,96.872031,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,1,1,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.998577,0.979986,0.942996,0.978022,0,0,0,0,0,0,3613,110663,14105,98.901099,33.699634,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,90,1,0,98.901099,1.098901,0,0.978125,0.00734,0.085592,2.169052,20.836167,110.586637,143.007166,-32.42053,1.215238,1.571507,-0.35627,108.297415,1.190081,97.929929,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.998955,0.999411,0.989011,0.019314,0.980686,0.010989,0.989197,0.989011,0.98895,0.977248,0.997136,0.995961,0.990615,0.989011,0,0.001,0,0,0,0,3613,110663,14105,98.901099,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.956913,0.015739,0.112975,4.620073,27.296526,111.733776,34.820969,76.912807,1.227844,0.382648,0.845196,106.422745,1.169481,95.246709,1,57,0.029412,1,0.970588,33,0,0,0.982759,1,0.991304,0.976654,1,1,0.978022,0.019339,0.980661,0.021978,0.978211,0.978022,0.977966,0.965678,0.998438,0.978955,0.943193,0.978022,0.001,0,0,0,0,0,3613,110663,14105,98.901099,34.432234,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,818,90,90,0,0,100,0,0,1,0.000268,0.001681,0.078842,0.407964,109.929783,0.052383,109.8774,1.221442,0.000582,1.22086,109.8774,1.22086,99.952349,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3613,110796,13972,100,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',4,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,818,90,88,2,0,97.777778,2.222222,0,0.9567,0.014946,0.12166,4.40469,29.524745,109.929783,82.500559,27.429224,1.221442,0.916673,0.304769,103.99724,1.155525,94.603335,0.982456,56,0,0,1,33,0.017544,1,1,0.982456,0.99115,0.976504,0.997873,0.99885,0.977778,0.005451,0.994549,0.022222,0.978189,0.977778,0.977833,0.965447,0.991403,0.980521,0.943142,0.977778,0,0,0,0,0,0,3613,110796,13972,97.777778,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,91,0,0,100,0,0,1,0.00006,0.000588,0.017872,0.143033,110.586637,0.011944,110.574693,1.215238,0.000131,1.215107,110.574693,1.215107,99.9892,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,3613,110663,14105,100,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,90,1,0,98.901099,1.098901,0,0.97839,0.007905,0.085702,2.33593,20.863007,110.586637,25.985676,84.600961,1.215238,0.285557,0.929681,108.184295,1.188838,97.827639,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98927,0.986923,0.998839,0.989143,0.971242,0.989011,0,0,0,0,0,0,3613,110663,14105,98.901099,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.007538,0.085607,2.227543,20.83973,110.586637,52.401711,58.184926,1.215238,0.575843,0.639395,108.436873,1.191614,98.056037,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.997388,0.998632,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.997943,0.994353,0.974879,0.989011,0,0,0,0,0,0,3613,110663,14105,98.901099,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,88,3,0,96.703297,3.296703,0,0.935369,0.022059,0.14814,6.51888,36.062491,110.586637,153.857404,-43.270767,1.215238,1.690741,-0.475503,102.379622,1.125051,92.578657,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.987461,0.994954,0.967033,0.009707,0.990293,0.032967,0.967847,0.967033,0.967296,0.950495,0.988595,0.975799,0.930614,0.967033,0,0,0,0,0,0,3613,110663,14105,96.703297,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.957297,0.017501,0.125044,5.171797,30.440202,110.586637,17.576221,93.010416,1.215238,0.193145,1.022092,105.483689,1.159161,95.385565,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,1,1,0.978022,0.001832,0.998168,0.021978,0.982906,0.978022,0.97924,0.967546,0.999738,0.997057,0.948899,0.978022,0,0,0,0,0,0,3613,110663,14105,97.802198,33.699634,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,87,4,0,95.604396,4.395604,0,0.910719,0.029582,0.171208,8.742067,41.678091,110.586637,1264.044919,-1153.458282,1.215238,13.890604,-12.675366,98.364458,1.080928,88.94787,1,58,0.090909,3,0.909091,30,0,0,0.95082,1,0.97479,0.929721,0.948798,0.938083,0.956044,0.058858,0.941142,0.043956,0.955834,0.956044,0.954752,0.920961,0.950625,0.93567,0.90134,0.956044,0,0,0,0,0,0,3613,110663,14105,95.604396,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.015318,0.121163,4.526763,29.495412,110.586637,43.221581,67.365055,1.215238,0.474962,0.740275,104.369361,1.146916,94.377914,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.99791,0.9988,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.995375,0.981779,0.942996,0.978022,0,0,0,0,0,0,3613,110663,14105,97.802198,33.699634,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.957217,0.01483,0.121032,4.353301,29.243177,111.733776,60.203527,51.530249,1.227844,0.661577,0.566266,105.61168,1.160568,94.520818,1,57,0,0,1,34,0,0,1,1,1,1,1,1,0.978022,0.005552,0.994448,0.021978,0.978022,0.978022,0.978022,0.97247,0.989158,0.972918,0.940035,0.978022,0,0.001,0,0,0,0,3613,110663,14105,97.802198,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,818,90,88,2,0,97.777778,2.222222,0,0.957407,0.014928,0.121698,4.399474,29.533942,109.929783,130.061154,-20.131371,1.221442,1.445124,-0.223682,105.69057,1.17434,96.143708,0.964912,55,0,0,1,33,0.035088,2,1,0.964912,0.982143,0.953821,0.994684,0.997189,0.977778,0.001874,0.998126,0.022222,0.982716,0.977778,0.978968,0.960738,0.995428,0.976862,0.952381,0.977778,0,0,0,0,0,0,3613,110796,13972,97.777778,33.333333,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',5,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,818,90,89,1,0,98.888889,1.111111,0,0.97792,0.00529,0.051174,1.55889,12.419102,109.929783,1.467272,108.46251,1.221442,0.016303,1.205139,108.46251,1.205139,98.665264,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,1,1,0.988889,0.019192,0.980808,0.011111,0.98908,0.988889,0.98851,0.978731,1,1,0.97146,0.988889,0,0,0,0,0,0,3613,110796,13972,100,34.074074,?,?,?,?
'hawks-weka.filters.unsupervised.attribute.Remove-R1-6-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,1-weka.filters.unsupervised.attribute.ReplaceMissingValues',6,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20211226.122,817,91,89,2,0,97.802198,2.197802,0,0.957217,0.013085,0.101459,3.841153,24.514039,111.733776,50.91247,60.821306,1.227844,0.559478,0.668366,107.961865,1.186394,96.624198,0.982456,56,0.029412,1,0.970588,33,0.017544,1,0.982456,0.982456,0.982456,0.953044,0.99742,0.998585,0.978022,0.019339,0.980661,0.021978,0.978022,0.978022,0.978022,0.958683,0.997992,0.994339,0.946533,0.978022,0.001,0,0,0,0,0,3613,110663,14105,98.901099,34.065934,?,?,?,?
